,uid,video,audio,label,center,pred,posScore
24163,24163,speaker264_0000,speaker264_0000,1,73,1,0.95080185
24164,24164,speaker136_0001,speaker136_0001,0,59,0,0.99905252946
24165,24165,speaker270_0010,speaker270_0010,1,78,0,0.31536454
24166,24166,speaker218_0007,speaker218_0007,1,21,1,0.7163864
24167,24167,speaker127_0001,speaker127_0001,1,11,1,0.9342315
24168,24168,speaker118_0000,speaker113_0000,0,4,0,0.9993808697
24169,24169,speaker040_0005,speaker040_0007,0,18,0,0.93300069
24170,24170,speaker073_0000,speaker073_0000,0,83,0,0.7365908299999999
24171,24171,speaker198_0004,speaker198_0004,1,60,1,0.9834444
24172,24172,speaker066_0001,speaker066_0001,0,11,0,0.6117095
24173,24173,speaker218_0000,speaker218_0000,1,42,1,0.7194808
24174,24174,speaker254_0003,speaker254_0003,1,190,1,0.9976631
24175,24175,speaker061_0021,speaker061_0021,1,27,0,0.49550447
24176,24176,speaker155_0001,speaker155_0003,0,7,0,0.93725956
24177,24177,speaker144_0000,speaker150_0000,0,62,0,0.9993138732
24178,24178,speaker164_0004,speaker164_0000,0,1,0,0.997227039
24179,24179,speaker090_0000,speaker090_0000,0,54,0,0.930704005
24180,24180,speaker028_0016,speaker028_0016,1,106,0,0.10074845
24181,24181,speaker305_0000,speaker305_0001,0,189,0,0.9987187356
24182,24182,speaker264_0000,speaker264_0000,1,74,1,0.9445175
24183,24183,speaker230_0005,speaker230_0005,0,65,1,0.34126650000000003
24184,24184,speaker040_0005,speaker040_0005,1,46,1,0.9889166
24185,24185,speaker092_0001,speaker092_0001,1,76,1,0.97294027
24186,24186,speaker134_0001,speaker134_0001,1,4,1,0.97282404
24187,24187,speaker189_0007,speaker189_0007,1,64,1,0.988706
24188,24188,speaker210_0000,speaker210_0000,1,112,1,0.93349403
24189,24189,speaker272_0001,speaker272_0001,0,105,0,0.970353203
24190,24190,speaker046_0003,speaker234_0048,0,6,0,0.9984293289
24191,24191,speaker227_0001,speaker227_0005,0,46,0,0.99955224368
24192,24192,speaker187_0000,speaker006_0007,0,31,0,0.9991655538
24193,24193,speaker273_0001,speaker273_0001,1,156,1,0.517925
24194,24194,speaker321_0002,speaker321_0002,0,59,0,0.882833675
24195,24195,speaker201_0000,speaker201_0000,1,40,0,0.18031487
24196,24196,speaker055_0028,speaker274_0005,0,4,0,0.9994045749
24197,24197,speaker164_0006,speaker164_0006,1,4,1,0.99290085
24198,24198,speaker074_0006,speaker074_0006,1,15,0,0.4228929
24199,24199,speaker092_0002,speaker092_0002,1,199,1,0.934766
24200,24200,speaker039_0005,speaker039_0005,1,1,1,0.98736244
24201,24201,speaker247_0002,speaker247_0002,1,120,1,0.98106384
24202,24202,speaker048_0002,speaker048_0002,1,52,1,0.9926251
24203,24203,speaker028_0012,speaker028_0012,1,19,0,0.008996405
24204,24204,speaker258_0018,speaker258_0018,0,35,0,0.7485942999999999
24205,24205,speaker310_0001,speaker310_0001,0,47,0,0.9987893739
24206,24206,speaker138_0015,speaker262_0000,0,55,0,0.9994572003
24207,24207,speaker257_0002,speaker257_0002,1,66,0,0.010727127
24208,24208,speaker297_0008,speaker297_0008,0,47,0,0.90077434
24209,24209,speaker077_0006,speaker077_0006,1,106,1,0.7151225
24210,24210,speaker310_0002,speaker310_0002,1,38,1,0.9885528
24211,24211,speaker004_0005,speaker004_0005,1,3,1,0.98648983
24212,24212,speaker246_0000,speaker246_0000,0,68,0,0.99947447167
24213,24213,speaker141_0000,speaker141_0002,0,69,0,0.9947482394
24214,24214,speaker207_0000,speaker207_0000,1,60,1,0.980351
24215,24215,speaker318_0000,speaker318_0000,1,18,1,0.71352094
24216,24216,speaker218_0009,speaker218_0009,1,20,0,0.29198998
24217,24217,speaker174_0001,speaker174_0001,1,95,0,0.48831567
24218,24218,speaker014_0002,speaker014_0002,1,60,0,0.026261693
24219,24219,speaker257_0008,speaker257_0008,1,32,0,0.008340386
24220,24220,speaker141_0005,speaker141_0005,0,9,0,0.9969556585
24221,24221,speaker303_0003,speaker303_0003,1,64,1,0.9360726
24222,24222,speaker191_0015,speaker191_0032,0,67,0,0.9990113503
24223,24223,speaker310_0007,speaker310_0007,1,15,1,0.9427051
24224,24224,speaker321_0003,speaker321_0003,0,0,0,0.99930527725
24225,24225,speaker207_0003,speaker109_0001,0,69,0,0.99962153085
24226,24226,speaker169_0002,speaker169_0002,0,24,0,0.9992032718
24227,24227,speaker163_0003,speaker163_0003,1,4,1,0.9920838
24228,24228,speaker092_0002,speaker092_0001,0,115,0,0.998548735
24229,24229,speaker309_0001,speaker309_0001,1,19,1,0.9888233
24230,24230,speaker143_0008,speaker143_0008,1,3,1,0.83823997
24231,24231,speaker263_0000,speaker227_0002,0,25,0,0.99871726
24232,24232,speaker310_0003,speaker310_0003,1,8,1,0.9907103
24233,24233,speaker280_0002,speaker280_0002,0,43,0,0.84815687
24234,24234,speaker116_0000,speaker005_0031,0,10,1,0.4899146
24235,24235,speaker066_0013,speaker066_0013,1,74,1,0.6309087
24236,24236,speaker066_0017,speaker066_0017,0,27,0,0.9969724445
24237,24237,speaker048_0014,speaker048_0014,1,204,0,0.38169008
24238,24238,speaker014_0020,speaker305_0001,0,7,0,0.95536594
24239,24239,speaker184_0006,speaker184_0006,1,21,1,0.99420804
24240,24240,speaker127_0005,speaker127_0004,0,21,0,0.9988272471
24241,24241,speaker207_0002,speaker174_0008,0,107,0,0.99932646175
24242,24242,speaker139_0012,speaker139_0012,0,66,0,0.57204846
24243,24243,speaker282_0008,speaker282_0008,1,37,0,0.36413428
24244,24244,speaker057_0028,speaker057_0028,1,96,1,0.88663214
24245,24245,speaker004_0027,speaker004_0011,0,26,0,0.997463394
24246,24246,speaker049_0011,speaker049_0011,1,42,1,0.7428977
24247,24247,speaker212_0028,speaker212_0028,0,19,0,0.75551525
24248,24248,speaker014_0006,speaker103_0004,0,28,0,0.9987221333
24249,24249,speaker006_0010,speaker006_0010,1,48,1,0.9650766
24250,24250,speaker249_0000,speaker287_0003,0,19,0,0.86439405
24251,24251,speaker205_0000,speaker205_0000,1,24,1,0.9159618
24252,24252,speaker061_0041,speaker061_0041,0,38,1,0.25840724000000004
24253,24253,speaker263_0001,speaker263_0001,1,13,0,0.033481464
24254,24254,speaker212_0015,speaker212_0020,0,37,0,0.64364263
24255,24255,speaker227_0000,speaker227_0000,1,10,0,0.05053433
24256,24256,speaker287_0002,speaker287_0002,1,21,1,0.89879054
24257,24257,speaker273_0005,speaker273_0005,1,214,1,0.8568743
24258,24258,speaker039_0007,speaker076_0003,0,23,0,0.965226185
24259,24259,speaker094_0016,speaker094_0016,1,137,1,0.972875
24260,24260,speaker295_0001,speaker295_0001,1,16,1,0.5527069
24261,24261,speaker296_0002,speaker296_0002,1,3,1,0.98029083
24262,24262,speaker300_0001,speaker300_0001,1,3,1,0.99147964
24263,24263,speaker292_0007,speaker048_0032,0,180,1,0.2966434
24264,24264,speaker138_0034,speaker138_0034,0,27,0,0.9990775006
24265,24265,speaker207_0002,speaker207_0002,0,75,1,0.4599679
24266,24266,speaker267_0000,speaker267_0000,1,44,1,0.8228593
24267,24267,speaker285_0001,speaker166_0008,0,46,0,0.989214463
24268,24268,speaker328_0000,speaker328_0000,0,39,0,0.7545632600000001
24269,24269,speaker318_0001,speaker318_0001,1,37,0,0.02642165
24270,24270,speaker227_0001,speaker227_0004,0,32,0,0.9965773192
24271,24271,speaker303_0001,speaker141_0001,0,63,1,0.37480175000000004
24272,24272,speaker057_0003,speaker057_0000,0,83,0,0.93505741
24273,24273,speaker163_0006,speaker163_0006,1,110,0,0.4049641
24274,24274,speaker144_0000,speaker144_0000,1,104,1,0.98342425
24275,24275,speaker090_0000,speaker090_0000,1,37,1,0.68893975
24276,24276,speaker149_0000,speaker149_0000,0,0,0,0.9996375661
24277,24277,speaker197_0009,speaker197_0001,0,22,0,0.99957314992
24278,24278,speaker111_0005,speaker111_0005,1,51,1,0.99140877
24279,24279,speaker111_0001,speaker311_0001,0,32,0,0.70719072
24280,24280,speaker319_0001,speaker319_0001,0,42,1,0.42510515000000004
24281,24281,speaker111_0001,speaker111_0001,1,40,0,0.09765096
24282,24282,speaker069_0002,speaker069_0002,1,171,0,0.003376435
24283,24283,speaker074_0027,speaker074_0027,1,24,1,0.8321977
24284,24284,speaker126_0002,speaker126_0000,0,18,0,0.981422469
24285,24285,speaker166_0008,speaker313_0007,0,14,0,0.57426384
24286,24286,speaker280_0001,speaker280_0001,0,135,0,0.87467334
24287,24287,speaker174_0001,speaker174_0001,1,31,0,0.06245616
24288,24288,speaker273_0005,speaker046_0006,0,216,0,0.998006438
24289,24289,speaker285_0005,speaker285_0005,1,22,0,0.055118784
24290,24290,speaker047_0018,speaker047_0018,1,33,1,0.9878786
24291,24291,speaker267_0000,speaker267_0001,0,27,0,0.9982861216
24292,24292,speaker272_0000,speaker095_0000,0,127,0,0.983373564
24293,24293,speaker188_0000,speaker188_0008,0,141,0,0.77582166
24294,24294,speaker068_0011,speaker068_0011,1,32,1,0.9411569
24295,24295,speaker204_0001,speaker204_0001,1,25,1,0.97714937
24296,24296,speaker224_0012,speaker224_0012,1,21,1,0.95040804
24297,24297,speaker057_0005,speaker057_0005,1,131,1,0.8895229
24298,24298,speaker321_0000,speaker321_0001,0,38,0,0.83522454
24299,24299,speaker291_0003,speaker291_0003,1,41,1,0.84201396
24300,24300,speaker201_0004,speaker201_0004,0,47,0,0.61241853
24301,24301,speaker314_0006,speaker314_0006,0,60,0,0.943234954
24302,24302,speaker247_0002,speaker247_0002,1,23,1,0.737463
24303,24303,speaker328_0004,speaker328_0004,1,84,1,0.9025682
24304,24304,speaker303_0001,speaker303_0001,1,20,1,0.9105039
24305,24305,speaker028_0003,speaker290_0000,0,32,0,0.99961865266
24306,24306,speaker298_0002,speaker298_0002,1,78,1,0.80617034
24307,24307,speaker264_0001,speaker264_0001,1,30,1,0.98884076
24308,24308,speaker071_0001,speaker148_0001,0,135,0,0.943702344
24309,24309,speaker077_0004,speaker077_0000,0,42,1,0.23450494
24310,24310,speaker299_0004,speaker299_0004,1,93,1,0.5736057
24311,24311,speaker191_0033,speaker191_0033,1,116,1,0.97986186
24312,24312,speaker264_0000,speaker264_0000,1,4,1,0.9535245
24313,24313,speaker278_0000,speaker278_0000,0,25,0,0.68573087
24314,24314,speaker048_0044,speaker048_0020,0,66,0,0.952496324
24315,24315,speaker189_0008,speaker189_0008,0,0,0,0.99970884674
24316,24316,speaker018_0001,speaker018_0001,0,97,0,0.979901094
24317,24317,speaker071_0001,speaker049_0037,0,63,0,0.9979416009
24318,24318,speaker234_0003,speaker234_0003,1,33,0,0.4219048
24319,24319,speaker305_0001,speaker305_0002,0,5,0,0.9994598929
24320,24320,speaker056_0017,speaker056_0017,1,8,1,0.98664546
24321,24321,speaker310_0010,speaker310_0010,1,72,1,0.83260626
24322,24322,speaker069_0003,speaker232_0002,0,25,0,0.9992500217
24323,24323,speaker287_0002,speaker287_0002,1,57,1,0.8214012
24324,24324,speaker235_0002,speaker224_0026,0,16,0,0.78974648
24325,24325,speaker256_0003,speaker256_0003,0,39,0,0.9961502843
24326,24326,speaker145_0003,speaker145_0005,0,210,0,0.981368365
24327,24327,speaker163_0000,speaker163_0000,1,89,1,0.8833056
24328,24328,speaker068_0009,speaker068_0009,1,2,1,0.9762659
24329,24329,speaker069_0001,speaker069_0002,0,16,0,0.5748624
24330,24330,speaker028_0013,speaker028_0013,0,79,0,0.9986176967
24331,24331,speaker055_0012,speaker055_0012,1,65,1,0.5825636
24332,24332,speaker016_0005,speaker016_0005,1,30,1,0.9508141
24333,24333,speaker297_0001,speaker297_0004,0,60,1,0.17829779999999995
24334,24334,speaker223_0023,speaker223_0023,0,146,0,0.9337041
24335,24335,speaker144_0001,speaker144_0001,1,67,1,0.9943561
24336,24336,speaker094_0013,speaker094_0013,1,40,1,0.7436431
24337,24337,speaker309_0003,speaker309_0003,1,1,1,0.99330866
24338,24338,speaker263_0001,speaker263_0001,1,34,1,0.9948671
24339,24339,speaker056_0004,speaker056_0004,1,171,1,0.8156965
24340,24340,speaker146_0002,speaker146_0002,1,21,0,0.17960104
24341,24341,speaker005_0023,speaker005_0023,0,93,0,0.6011447
24342,24342,speaker189_0004,speaker189_0004,1,4,1,0.9824197
24343,24343,speaker318_0001,speaker318_0001,1,20,1,0.9564151
24344,24344,speaker321_0001,speaker321_0001,1,60,0,0.313158
24345,24345,speaker185_0005,speaker185_0005,1,54,1,0.89288694
24346,24346,speaker318_0001,speaker318_0000,0,57,0,0.99950383534
24347,24347,speaker004_0025,speaker004_0025,1,189,1,0.8615812
24348,24348,speaker040_0010,speaker040_0010,0,125,0,0.9992520947
24349,24349,speaker185_0001,speaker185_0001,1,55,0,0.48333547
24350,24350,speaker191_0019,speaker191_0019,1,170,1,0.9014225
24351,24351,speaker047_0016,speaker047_0016,1,95,1,0.98533833
24352,24352,speaker310_0010,speaker310_0010,1,46,1,0.63459104
24353,24353,speaker305_0001,speaker224_0022,0,15,1,0.43853724000000005
24354,24354,speaker267_0000,speaker267_0001,0,30,0,0.80852658
24355,24355,speaker227_0005,speaker227_0005,1,5,1,0.96130085
24356,24356,speaker052_0006,speaker004_0028,0,11,0,0.9331028299999999
24357,24357,speaker199_0006,speaker199_0006,1,27,0,0.02400234
24358,24358,speaker234_0035,speaker127_0005,0,50,0,0.9989356512
24359,24359,speaker227_0003,speaker227_0003,1,9,1,0.9363731
24360,24360,speaker316_0007,speaker316_0007,1,21,1,0.70004255
24361,24361,speaker242_0002,speaker242_0001,0,23,0,0.8330441399999999
24362,24362,speaker268_0002,speaker268_0002,0,34,0,0.99927596183
24363,24363,speaker185_0008,speaker185_0008,1,41,1,0.9557301
24364,24364,speaker264_0001,speaker264_0001,1,1,1,0.96928734
24365,24365,speaker149_0000,speaker299_0002,0,12,0,0.92572098
24366,24366,speaker254_0003,speaker254_0004,0,39,0,0.8263358199999999
24367,24367,speaker109_0001,speaker174_0002,0,3,0,0.99953033327
24368,24368,speaker274_0015,speaker227_0001,0,16,0,0.86576144
24369,24369,speaker193_0002,speaker193_0002,1,21,1,0.6342451
24370,24370,speaker126_0000,speaker126_0002,0,47,1,0.35934750000000004
24371,24371,speaker285_0005,speaker285_0005,0,77,0,0.90019012
24372,24372,speaker303_0001,speaker303_0001,1,75,1,0.90586
24373,24373,speaker291_0001,speaker291_0001,1,36,1,0.61618894
24374,24374,speaker319_0001,speaker319_0002,0,16,0,0.9990115213
24375,24375,speaker145_0008,speaker145_0008,1,30,1,0.77261883
24376,24376,speaker109_0001,speaker109_0001,1,0,1,0.9860262
24377,24377,speaker005_0046,speaker005_0011,0,130,0,0.74625027
24378,24378,speaker198_0003,speaker198_0000,0,60,0,0.9987000034
24379,24379,speaker166_0016,speaker166_0016,1,83,1,0.7796346
24380,24380,speaker047_0013,speaker047_0013,1,20,0,0.34583488
24381,24381,speaker218_0007,speaker270_0011,0,67,0,0.99961662557
24382,24382,speaker218_0007,speaker218_0008,0,16,0,0.9989117711
24383,24383,speaker047_0022,speaker106_0003,0,13,0,0.86184582
24384,24384,speaker201_0013,speaker201_0013,1,129,0,0.16234311
24385,24385,speaker150_0000,speaker150_0000,0,20,0,0.99951107043
24386,24386,speaker066_0017,speaker066_0017,1,46,1,0.57842696
24387,24387,speaker191_0007,speaker191_0007,1,5,1,0.9821937
24388,24388,speaker198_0002,speaker198_0002,0,45,1,0.2677893
24389,24389,speaker074_0024,speaker074_0023,0,56,1,0.39402777
24390,24390,speaker254_0000,speaker254_0000,1,16,1,0.95052975
24391,24391,speaker061_0037,speaker061_0037,1,52,0,0.3207033
24392,24392,speaker092_0001,speaker113_0000,0,116,1,0.42347133000000003
24393,24393,speaker232_0001,speaker232_0002,0,48,0,0.98007525
24394,24394,speaker311_0000,speaker311_0000,1,132,0,0.02810087
24395,24395,speaker309_0003,speaker309_0003,1,15,1,0.9509783
24396,24396,speaker141_0000,speaker141_0000,1,88,1,0.8013828
24397,24397,speaker189_0003,speaker169_0002,0,70,0,0.942080826
24398,24398,speaker299_0000,speaker299_0000,1,37,1,0.7984534
24399,24399,speaker310_0009,speaker310_0004,0,2,0,0.99961924995
24400,24400,speaker138_0018,speaker274_0010,0,17,0,0.94726966
24401,24401,speaker310_0003,speaker310_0003,1,16,0,0.4513664
24402,24402,speaker118_0000,speaker118_0000,0,46,0,0.66395143
24403,24403,speaker028_0001,speaker028_0001,1,55,1,0.84274787
24404,24404,speaker152_0009,speaker152_0009,1,70,1,0.6288164
24405,24405,speaker270_0006,speaker270_0006,0,58,0,0.9987723241
24406,24406,speaker208_0011,speaker208_0011,1,105,1,0.8837522
24407,24407,speaker112_0001,speaker309_0002,0,14,0,0.88581005
24408,24408,speaker295_0000,speaker295_0000,1,146,1,0.91920817
24409,24409,speaker201_0006,speaker201_0006,0,48,0,0.9946730123
24410,24410,speaker094_0009,speaker094_0005,0,8,0,0.9994875104
24411,24411,speaker169_0002,speaker205_0001,0,57,0,0.79223655
24412,24412,speaker106_0002,speaker106_0003,0,42,0,0.7223847999999999
24413,24413,speaker146_0001,speaker039_0001,0,83,0,0.9982396474
24414,24414,speaker242_0000,speaker242_0000,1,27,0,0.037213366
24415,24415,speaker210_0002,speaker210_0002,0,51,0,0.9974683514
24416,24416,speaker057_0037,speaker057_0037,0,69,0,0.9987512885
24417,24417,speaker147_0002,speaker147_0002,1,65,1,0.98540837
24418,24418,speaker193_0001,speaker193_0002,0,40,0,0.943523407
24419,24419,speaker227_0002,speaker227_0002,1,64,1,0.98933125
24420,24420,speaker047_0005,speaker110_0000,0,89,0,0.9985713527
24421,24421,speaker247_0010,speaker247_0010,1,13,1,0.90638024
24422,24422,speaker218_0000,speaker218_0000,1,5,1,0.9002267
24423,24423,speaker280_0002,speaker280_0002,1,72,0,0.036270685
24424,24424,speaker314_0012,speaker199_0006,0,56,0,0.94506793
24425,24425,speaker191_0033,speaker191_0033,1,134,0,0.39132664
24426,24426,speaker313_0005,speaker313_0005,1,60,1,0.9469738
24427,24427,speaker204_0002,speaker204_0002,0,17,1,0.21346056000000002
24428,24428,speaker147_0002,speaker147_0002,0,7,0,0.9980875374
24429,24429,speaker198_0003,speaker201_0013,0,22,0,0.991497309
24430,24430,speaker106_0001,speaker106_0001,1,108,1,0.96373487
24431,24431,speaker285_0002,speaker285_0002,1,22,0,0.012577194
24432,24432,speaker092_0002,speaker092_0002,1,69,1,0.7755721
24433,24433,speaker127_0004,speaker127_0004,1,8,1,0.99574167
24434,24434,speaker309_0005,speaker309_0005,1,18,1,0.8780279
24435,24435,speaker143_0007,speaker143_0007,1,33,1,0.58243823
24436,24436,speaker302_0000,speaker302_0000,0,9,0,0.8429636
24437,24437,speaker198_0004,speaker062_0001,0,23,0,0.923195735
24438,24438,speaker305_0001,speaker270_0002,0,27,0,0.9995723765
24439,24439,speaker291_0003,speaker291_0003,1,18,1,0.86870486
24440,24440,speaker056_0015,speaker298_0007,0,28,0,0.91863607
24441,24441,speaker095_0000,speaker095_0000,0,125,0,0.9981837024
24442,24442,speaker314_0011,speaker314_0011,1,82,1,0.80663794
24443,24443,speaker090_0000,speaker090_0000,1,13,1,0.95699805
24444,24444,speaker197_0005,speaker112_0000,0,118,1,0.33862749999999997
24445,24445,speaker184_0010,speaker077_0003,0,46,0,0.7796855
24446,24446,speaker261_0000,speaker127_0004,0,7,0,0.9989272675
24447,24447,speaker095_0000,speaker095_0000,0,74,0,0.9980548251
24448,24448,speaker066_0007,speaker066_0007,1,51,0,0.48786873
24449,24449,speaker184_0008,speaker184_0008,1,3,1,0.9763315
24450,24450,speaker155_0002,speaker155_0002,1,63,0,0.40542287
24451,24451,speaker287_0003,speaker287_0003,1,23,1,0.931818
24452,24452,speaker257_0009,speaker257_0009,1,159,0,0.007905011
24453,24453,speaker204_0000,speaker204_0000,1,7,1,0.97280884
24454,24454,speaker062_0000,speaker062_0000,0,33,0,0.9991870169
24455,24455,speaker257_0006,speaker028_0010,0,196,0,0.90227745
24456,24456,speaker207_0000,speaker207_0000,1,54,1,0.56438726
24457,24457,speaker164_0001,speaker164_0001,1,28,1,0.9153033
24458,24458,speaker278_0000,speaker278_0000,0,6,0,0.9982430645
24459,24459,speaker319_0002,speaker319_0002,1,80,1,0.7783501
24460,24460,speaker311_0001,speaker004_0039,0,32,0,0.91346022
24461,24461,speaker018_0017,speaker018_0017,1,0,1,0.988886
24462,24462,speaker150_0000,speaker150_0001,0,15,0,0.9682383999999999
24463,24463,speaker310_0006,speaker310_0006,1,191,0,0.23636965
24464,24464,speaker077_0000,speaker077_0000,1,5,1,0.98181474
24465,24465,speaker061_0013,speaker061_0013,1,42,0,0.42889678
24466,24466,speaker234_0005,speaker234_0005,1,6,1,0.9776743
24467,24467,speaker118_0000,speaker069_0000,0,45,0,0.9979137136
24468,24468,speaker068_0000,speaker068_0000,1,92,1,0.81371236
24469,24469,speaker184_0011,speaker184_0011,0,16,1,0.26004360000000004
24470,24470,speaker303_0005,speaker303_0004,0,36,1,0.42591405000000004
24471,24471,speaker193_0000,speaker057_0001,0,34,0,0.987530055
24472,24472,speaker006_0016,speaker006_0016,1,12,1,0.968638
24473,24473,speaker138_0014,speaker138_0014,1,131,1,0.6542361
24474,24474,speaker143_0004,speaker143_0004,1,7,1,0.70292366
24475,24475,speaker311_0000,speaker228_0001,0,102,0,0.89600152
24476,24476,speaker197_0005,speaker197_0005,1,29,1,0.9401733
24477,24477,speaker224_0022,speaker224_0022,1,121,1,0.9873653
24478,24478,speaker199_0004,speaker207_0001,0,6,0,0.9987362451
24479,24479,speaker147_0000,speaker147_0002,0,0,0,0.999597122
24480,24480,speaker059_0000,speaker059_0000,1,102,0,0.09914019
24481,24481,speaker014_0014,speaker014_0012,0,37,0,0.975187952
24482,24482,speaker232_0001,speaker232_0001,1,59,1,0.9634486
24483,24483,speaker152_0009,speaker152_0009,1,9,1,0.8852336
24484,24484,speaker049_0069,speaker049_0069,1,50,1,0.8052747
24485,24485,speaker212_0003,speaker212_0003,1,4,1,0.990016
24486,24486,speaker290_0001,speaker290_0000,0,16,1,0.20570299999999997
24487,24487,speaker278_0000,speaker052_0022,0,18,0,0.99915715645
24488,24488,speaker313_0008,speaker313_0008,1,38,1,0.84390825
24489,24489,speaker261_0000,speaker261_0000,0,4,0,0.99965872848
24490,24490,speaker227_0001,speaker227_0003,0,41,0,0.945582252
24491,24491,speaker311_0001,speaker068_0004,0,3,0,0.99917488935
24492,24492,speaker212_0011,speaker212_0018,0,8,0,0.9990406695
24493,24493,speaker274_0012,speaker274_0007,0,3,0,0.9995244397
24494,24494,speaker163_0002,speaker163_0002,0,52,0,0.5459836
24495,24495,speaker014_0018,speaker014_0007,0,20,0,0.9989486663
24496,24496,speaker016_0003,speaker016_0004,0,20,0,0.9938966963
24497,24497,speaker287_0002,speaker287_0002,1,41,1,0.9060602
24498,24498,speaker283_0004,speaker283_0004,1,1,1,0.99372375
24499,24499,speaker224_0023,speaker224_0023,1,22,1,0.6336302
24500,24500,speaker049_0008,speaker049_0062,0,6,0,0.9985619996
24501,24501,speaker016_0006,speaker016_0006,1,32,0,0.19013862
24502,24502,speaker028_0012,speaker298_0000,0,71,0,0.81311388
24503,24503,speaker066_0005,speaker066_0005,1,12,1,0.6777083
24504,24504,speaker264_0003,speaker264_0003,0,8,0,0.9986577963
24505,24505,speaker145_0010,speaker145_0010,1,56,0,0.10479262
24506,24506,speaker210_0002,speaker210_0002,1,35,0,0.26782128
24507,24507,speaker295_0000,speaker295_0000,0,167,0,0.9972054132
24508,24508,speaker297_0008,speaker297_0008,1,92,1,0.5388704
24509,24509,speaker235_0001,speaker235_0001,0,3,0,0.9995532554
24510,24510,speaker111_0000,speaker111_0000,1,50,0,0.09727502
24511,24511,speaker298_0000,speaker298_0003,0,48,0,0.67196968
24512,24512,speaker298_0006,speaker298_0006,1,203,1,0.88776684
24513,24513,speaker292_0013,speaker292_0012,0,59,0,0.9988927479
24514,24514,speaker148_0001,speaker148_0001,1,47,1,0.8975102
24515,24515,speaker274_0007,speaker274_0007,1,105,1,0.9112493
24516,24516,speaker106_0001,speaker106_0001,1,135,1,0.53436035
24517,24517,speaker143_0006,speaker143_0006,1,56,0,0.018651841
24518,24518,speaker223_0013,speaker223_0013,1,10,1,0.79837936
24519,24519,speaker139_0012,speaker139_0009,0,99,0,0.82778619
24520,24520,speaker039_0006,speaker039_0006,1,81,1,0.8639347
24521,24521,speaker138_0011,speaker138_0011,1,15,1,0.9299847
24522,24522,speaker191_0019,speaker191_0015,0,5,0,0.9989061676
24523,24523,speaker047_0015,speaker047_0015,1,129,1,0.82286036
24524,24524,speaker062_0003,speaker062_0000,0,3,0,0.99944994686
24525,24525,speaker210_0000,speaker149_0000,0,41,0,0.999003007
24526,24526,speaker303_0004,speaker303_0004,1,31,1,0.9760052
24527,24527,speaker076_0004,speaker106_0001,0,86,0,0.85028216
24528,24528,speaker328_0005,speaker169_0001,0,39,0,0.9986022728
24529,24529,speaker112_0001,speaker112_0001,1,92,1,0.8817913
24530,24530,speaker254_0003,speaker254_0005,0,189,0,0.9996371395
24531,24531,speaker016_0000,speaker016_0000,0,101,0,0.99940779177
24532,24532,speaker313_0003,speaker313_0003,1,96,1,0.9893661
24533,24533,speaker052_0023,speaker052_0023,1,30,0,0.23744321
24534,24534,speaker016_0004,speaker016_0004,0,24,0,0.980280334
24535,24535,speaker321_0002,speaker321_0002,0,43,1,0.26130699999999996
24536,24536,speaker139_0003,speaker319_0002,0,30,0,0.93822913
24537,24537,speaker071_0001,speaker071_0001,1,35,1,0.5203065
24538,24538,speaker152_0001,speaker152_0001,1,49,1,0.63775444
24539,24539,speaker290_0000,speaker261_0000,0,9,0,0.9993520684
24540,24540,speaker111_0002,speaker111_0002,1,2,1,0.98878944
24541,24541,speaker077_0006,speaker077_0001,0,38,0,0.5140688
24542,24542,speaker057_0027,speaker057_0027,1,22,1,0.5320946
24543,24543,speaker227_0001,speaker227_0003,0,0,0,0.9996870559
24544,24544,speaker184_0018,speaker184_0018,1,4,1,0.8338633
24545,24545,speaker103_0003,speaker103_0003,1,16,1,0.7199141
24546,24546,speaker152_0006,speaker152_0006,1,7,1,0.9495738
24547,24547,speaker185_0005,speaker185_0005,1,38,1,0.9183701
24548,24548,speaker235_0001,speaker235_0001,1,38,1,0.5744623
24549,24549,speaker074_0024,speaker212_0005,0,8,0,0.9990204492
24550,24550,speaker077_0004,speaker077_0004,0,54,0,0.9967261588
24551,24551,speaker197_0009,speaker197_0009,0,25,0,0.9990954911
24552,24552,speaker028_0009,speaker028_0009,1,88,1,0.8233459
24553,24553,speaker246_0000,speaker246_0000,0,60,0,0.976670003
24554,24554,speaker224_0009,speaker224_0009,1,231,1,0.96935576
24555,24555,speaker272_0000,speaker272_0000,1,12,1,0.5282683
24556,24556,speaker270_0007,speaker309_0001,0,103,1,0.05557449999999997
24557,24557,speaker191_0031,speaker110_0000,0,15,0,0.9982687682
24558,24558,speaker014_0006,speaker014_0006,1,38,1,0.57276535
24559,24559,speaker028_0009,speaker028_0009,1,9,1,0.9487752
24560,24560,speaker059_0002,speaker059_0002,1,5,1,0.94339025
24561,24561,speaker247_0000,speaker247_0000,1,2,1,0.9797724
24562,24562,speaker138_0006,speaker056_0009,0,83,0,0.9986454782
24563,24563,speaker152_0004,speaker152_0004,0,21,0,0.99938791693
24564,24564,speaker139_0003,speaker139_0003,1,6,1,0.98375976
24565,24565,speaker110_0000,speaker110_0000,1,35,0,0.19503635
24566,24566,speaker066_0010,speaker174_0008,0,44,0,0.977271378
24567,24567,speaker311_0001,speaker113_0000,0,17,0,0.9962199323
24568,24568,speaker055_0008,speaker055_0008,1,64,1,0.7679708
